lga,indicator,percentage,vic_point_est,vic_lower,vic_upper,comparison
Whitehorse (C),Had a bowel exam to detect cancer last 5 years,44.59401,46.75256,45.59576,47.91285,Significantly lower
Whitehorse (C),Had a mammogram to detect cancer in last 2 years,85.57649,79.2266,77.66267,80.70823,Significantly higher
Whittlesea (C),Obese,22.61741,19.26897,18.58293,19.97411,Significantly higher
Whittlesea (C),Overweight,57.55132,50.80429,49.90919,51.69888,Significantly higher
Whittlesea (C),Daily consumer of sugar sweetened soft drinks,13.02284,10.09867,9.516874,10.71183,Significantly higher
Whittlesea (C),Take away food consumed >1 day/week,15.90579,15.2893,14.59565,16.00974,Not sig. diff.
Whittlesea (C),Sedentary (inactive),4.044229,2.539791,2.256574,2.857514,Significantly higher
Whittlesea (C),Insufficiently physically active,44.36335,44.08774,43.18836,44.99101,Not sig. diff.
Whittlesea (C),Complied with vegetable consumption guidelines,2.448207,5.388293,5.0284,5.77238,Significantly lower
Whittlesea (C),Complied with fruit consumption guidelines,44.21892,43.19355,42.28772,44.10395,Significantly higher
Whittlesea (C),Daily smoker,18.38613,12.42754,11.80477,13.0783,Significantly higher
Whittlesea (C),Current (i.e. daily or occasional smoker),23.03007,16.741,16.03742,17.46903,Significantly higher
Whittlesea (C),Increased lifetime risk of alcohol related harm,47.77041,59.48907,58.59407,60.37781,Significantly lower
Whittlesea (C),Incr. risk of injury from a single occasion of drinking,33.44584,42.98549,42.10708,43.86834,Significantly lower
Whittlesea (C),Fair or poor self reported health,23.31886,20.28965,19.55869,21.04079,Significantly higher
Whittlesea (C),Low or medium life satisfaction,22.18425,20.45532,19.69321,21.23913,Significantly higher
Whittlesea (C),High or very high levels of psychological distress,16.5,15.43,14.75,16.14,Significantly higher
Whittlesea (C),Doctor diagnosed hypertension,27.48559,25.42567,24.74985,26.11354,Significantly higher
Whittlesea (C),Anxiety or depression,32.34182,27.36389,26.566,28.17655,Significantly higher
Whittlesea (C),Arthritis,25.26582,20.54975,19.97896,21.13254,Significantly higher
Whittlesea (C),Asthma ever diagnosed,18.57449,19.9574,19.24135,20.69326,Significantly lower
Whittlesea (C),Cancer,3.651381,8.055676,7.650898,8.479904,Significantly lower
Whittlesea (C),Type 2 diabetes,6.441349,5.452335,5.114101,5.81157,Significantly higher
Whittlesea (C),Heart disease,6.865921,6.74474,6.381202,7.127412,Not sig. diff.
Whittlesea (C),Osteoporosis,10.46471,5.669229,5.326293,6.032838,Significantly higher
Whittlesea (C),Stroke,1.934225,2.364184,2.142138,2.608632,Significantly lower
Whittlesea (C),Two or more chronic diseases,28.21341,25.48854,24.80298,26.18645,Significantly higher
Whittlesea (C),Had a blood lipids test in last 2 years,67.96915,56.78789,55.95063,57.62128,Significantly higher
Whittlesea (C),Had a blood pressure test in last 2 years,82.32828,79.5963,78.80486,80.36555,Significantly higher
Whittlesea (C),Had a blood glucose test in last 2 years,64.16887,50.72365,49.86354,51.58334,Significantly higher
Whittlesea (C),Had a faecal occult blood test 50 years of age,61.04674,60.14296,58.76671,61.50336,Not sig. diff.
Whittlesea (C),Had a bowel exam to detect cancer last 5 years,39.49632,46.75256,45.59576,47.91285,Significantly lower
Whittlesea (C),Had a mammogram to detect cancer in last 2 years,72.37277,79.2266,77.66267,80.70823,Significantly lower
Wodonga (RC),Obese,26.89514,19.26897,18.58293,19.97411,Significantly higher
Wodonga (RC),Overweight,61.3867,50.80429,49.90919,51.69888,Significantly higher
Wodonga (RC),Daily consumer of sugar sweetened soft drinks,13.87887,10.09867,9.516874,10.71183,Significantly higher
Wodonga (RC),Take away food consumed >1 day/week,17.95765,15.2893,14.59565,16.00974,Significantly higher
Wodonga (RC),Sedentary (inactive),0.9667519,2.539791,2.256574,2.857514,Significantly lower
Wodonga (RC),Insufficiently physically active,38.44661,44.08774,43.18836,44.99101,Significantly lower
Wodonga (RC),Complied with vegetable consumption guidelines,5.40689,5.388293,5.0284,5.77238,Not sig. diff.
Wodonga (RC),Complied with fruit consumption guidelines,39.22838,43.19355,42.28772,44.10395,Significantly lower
Wodonga (RC),Daily smoker,12.95684,12.42754,11.80477,13.0783,Not sig. diff.
Wodonga (RC),Current (i.e. daily or occasional smoker),16.16481,16.741,16.03742,17.46903,Not sig. diff.
Wodonga (RC),Increased lifetime risk of alcohol related harm,72.549,59.48907,58.59407,60.37781,Significantly higher
Wodonga (RC),Incr. risk of injury from a single occasion of drinking,54.55533,42.98549,42.10708,43.86834,Significantly higher
Wodonga (RC),Fair or poor self reported health,21.74997,20.28965,19.55869,21.04079,Significantly higher
Wodonga (RC),Low or medium life satisfaction,20.93199,20.45532,19.69321,21.23913,Not sig. diff.
Wodonga (RC),High or very high levels of psychological distress,14.04,15.43,14.75,16.14,Significantly lower
Wodonga (RC),Doctor diagnosed hypertension,28.8129,25.42567,24.74985,26.11354,Significantly higher
Wodonga (RC),Anxiety or depression,32.02402,27.36389,26.566,28.17655,Significantly higher
Wodonga (RC),Arthritis,25.00106,20.54975,19.97896,21.13254,Significantly higher
Wodonga (RC),Asthma ever diagnosed,22.99156,19.9574,19.24135,20.69326,Significantly higher
Wodonga (RC),Cancer,10.01872,8.055676,7.650898,8.479904,Significantly higher
Wodonga (RC),Type 2 diabetes,7.793307,5.452335,5.114101,5.81157,Significantly higher
Wodonga (RC),Heart disease,7.961249,6.74474,6.381202,7.127412,Significantly higher
Wodonga (RC),Osteoporosis,7.653176,5.669229,5.326293,6.032838,Significantly higher
Wodonga (RC),Stroke,1.692865,2.364184,2.142138,2.608632,Significantly lower
Wodonga (RC),Two or more chronic diseases,32.29831,25.48854,24.80298,26.18645,Significantly higher
Wodonga (RC),Had a blood lipids test in last 2 years,58.18464,56.78789,55.95063,57.62128,Significantly higher
Wodonga (RC),Had a blood pressure test in last 2 years,79.8215,79.5963,78.80486,80.36555,Not sig. diff.
Wodonga (RC),Had a blood glucose test in last 2 years,52.37056,50.72365,49.86354,51.58334,Significantly higher
Wodonga (RC),Had a faecal occult blood test 50 years of age,67.38657,60.14296,58.76671,61.50336,Significantly higher
Wodonga (RC),Had a bowel exam to detect cancer last 5 years,55.92854,46.75256,45.59576,47.91285,Significantly higher
Wodonga (RC),Had a mammogram to detect cancer in last 2 years,87.09447,79.2266,77.66267,80.70823,Significantly higher
Wyndham (C),Obese,25.04027,19.26897,18.58293,19.97411,Significantly higher
Wyndham (C),Overweight,57.87423,50.80429,49.90919,51.69888,Significantly higher
Wyndham (C),Daily consumer of sugar sweetened soft drinks,15.82103,10.09867,9.516874,10.71183,Significantly higher
Wyndham (C),Take away food consumed >1 day/week,14.29603,15.2893,14.59565,16.00974,Significantly lower
Wyndham (C),Sedentary (inactive),2.447309,2.539791,2.256574,2.857514,Not sig. diff.
Wyndham (C),Insufficiently physically active,55.56177,44.08774,43.18836,44.99101,Significantly higher
Wyndham (C),Complied with vegetable consumption guidelines,3.901449,5.388293,5.0284,5.77238,Significantly lower
Wyndham (C),Complied with fruit consumption guidelines,36.57128,43.19355,42.28772,44.10395,Significantly lower
Wyndham (C),Daily smoker,15.42697,12.42754,11.80477,13.0783,Significantly higher
Wyndham (C),Current (i.e. daily or occasional smoker),20.795,16.741,16.03742,17.46903,Significantly higher
Wyndham (C),Increased lifetime risk of alcohol related harm,49.1506,59.48907,58.59407,60.37781,Significantly lower
Wyndham (C),Incr. risk of injury from a single occasion of drinking,33.28345,42.98549,42.10708,43.86834,Significantly lower
Wyndham (C),Fair or poor self reported health,19.76249,20.28965,19.55869,21.04079,Not sig. diff.
Wyndham (C),Low or medium life satisfaction,23.88817,20.45532,19.69321,21.23913,Significantly higher
Wyndham (C),High or very high levels of psychological distress,15.89,15.43,14.75,16.14,Not sig. diff.
Wyndham (C),Doctor diagnosed hypertension,28.13932,25.42567,24.74985,26.11354,Significantly higher
Wyndham (C),Anxiety or depression,25.90726,27.36389,26.566,28.17655,Significantly lower
Wyndham (C),Arthritis,21.04313,20.54975,19.97896,21.13254,Not sig. diff.
Wyndham (C),Asthma ever diagnosed,15.55591,19.9574,19.24135,20.69326,Significantly lower
Wyndham (C),Cancer,4.819043,8.055676,7.650898,8.479904,Significantly lower
Wyndham (C),Type 2 diabetes,7.092067,5.452335,5.114101,5.81157,Significantly higher
Wyndham (C),Heart disease,6.494582,6.74474,6.381202,7.127412,Not sig. diff.
Wyndham (C),Osteoporosis,3.121272,5.669229,5.326293,6.032838,Significantly lower
Wyndham (C),Stroke,3.161087,2.364184,2.142138,2.608632,Significantly higher
Wyndham (C),Two or more chronic diseases,23.54157,25.48854,24.80298,26.18645,Significantly lower
Wyndham (C),Had a blood lipids test in last 2 years,60.57838,56.78789,55.95063,57.62128,Significantly higher
Wyndham (C),Had a blood pressure test in last 2 years,77.07974,79.5963,78.80486,80.36555,Significantly lower
Wyndham (C),Had a blood glucose test in last 2 years,54.40377,50.72365,49.86354,51.58334,Significantly higher
Wyndham (C),Had a faecal occult blood test 50 years of age,55.2857,60.14296,58.76671,61.50336,Significantly lower
Wyndham (C),Had a bowel exam to detect cancer last 5 years,49.63923,46.75256,45.59576,47.91285,Significantly higher
Wyndham (C),Had a mammogram to detect cancer in last 2 years,82.46084,79.2266,77.66267,80.70823,Significantly higher
Yarra (C),Obese,13.20273,19.26897,18.58293,19.97411,Significantly lower
Yarra (C),Overweight,39.17735,50.80429,49.90919,51.69888,Significantly lower
Yarra (C),Daily consumer of sugar sweetened soft drinks,4.645113,10.09867,9.516874,10.71183,Significantly lower
Yarra (C),Take away food consumed >1 day/week,16.25838,15.2893,14.59565,16.00974,Significantly higher
Yarra (C),Sedentary (inactive),2.711739,2.539791,2.256574,2.857514,Not sig. diff.
Yarra (C),Insufficiently physically active,41.41889,44.08774,43.18836,44.99101,Significantly lower
Yarra (C),Complied with vegetable consumption guidelines,7.804763,5.388293,5.0284,5.77238,Significantly higher
Yarra (C),Complied with fruit consumption guidelines,48.00157,43.19355,42.28772,44.10395,Significantly higher
Yarra (C),Daily smoker,10.0202,12.42754,11.80477,13.0783,Significantly lower
Yarra (C),Current (i.e. daily or occasional smoker),15.81425,16.741,16.03742,17.46903,Significantly lower
Yarra (C),Increased lifetime risk of alcohol related harm,69.64336,59.48907,58.59407,60.37781,Significantly higher
Yarra (C),Incr. risk of injury from a single occasion of drinking,52.81758,42.98549,42.10708,43.86834,Significantly higher
Yarra (C),Fair or poor self reported health,19.23371,20.28965,19.55869,21.04079,Significantly lower
Yarra (C),Low or medium life satisfaction,18.94054,20.45532,19.69321,21.23913,Significantly lower
Yarra (C),High or very high levels of psychological distress,12.2,15.43,14.75,16.14,Significantly lower
Yarra (C),Doctor diagnosed hypertension,19.77572,25.42567,24.74985,26.11354,Significantly lower
Yarra (C),Anxiety or depression,27.0277,27.36389,26.566,28.17655,Not sig. diff.
Yarra (C),Arthritis,16.07168,20.54975,19.97896,21.13254,Significantly lower
Yarra (C),Asthma ever diagnosed,21.84184,19.9574,19.24135,20.69326,Significantly higher
Yarra (C),Cancer,8.437638,8.055676,7.650898,8.479904,Not sig. diff.
Yarra (C),Type 2 diabetes,4.366139,5.452335,5.114101,5.81157,Significantly lower
Yarra (C),Heart disease,3.237906,6.74474,6.381202,7.127412,Significantly lower
Yarra (C),Osteoporosis,5.757248,5.669229,5.326293,6.032838,Not sig. diff.
Yarra (C),Stroke,1.1023,2.364184,2.142138,2.608632,Significantly lower
Yarra (C),Two or more chronic diseases,21.85164,25.48854,24.80298,26.18645,Significantly lower
Yarra (C),Had a blood lipids test in last 2 years,52.76613,56.78789,55.95063,57.62128,Significantly lower
Yarra (C),Had a blood pressure test in last 2 years,79.60862,79.5963,78.80486,80.36555,Not sig. diff.
Yarra (C),Had a blood glucose test in last 2 years,49.40437,50.72365,49.86354,51.58334,Significantly lower
Yarra (C),Had a faecal occult blood test 50 years of age,58.28287,60.14296,58.76671,61.50336,Significantly lower
Yarra (C),Had a bowel exam to detect cancer last 5 years,49.87645,46.75256,45.59576,47.91285,Significantly higher
Yarra (C),Had a mammogram to detect cancer in last 2 years,85.36505,79.2266,77.66267,80.70823,Significantly higher
Yarra Ranges (S),Obese,17.85607,19.26897,18.58293,19.97411,Significantly lower
Yarra Ranges (S),Overweight,50.40716,50.80429,49.90919,51.69888,Not sig. diff.
Yarra Ranges (S),Daily consumer of sugar sweetened soft drinks,14.5609,10.09867,9.516874,10.71183,Significantly higher
Yarra Ranges (S),Take away food consumed >1 day/week,10.42717,15.2893,14.59565,16.00974,Significantly lower
Yarra Ranges (S),Sedentary (inactive),1.615565,2.539791,2.256574,2.857514,Significantly lower
Yarra Ranges (S),Insufficiently physically active,38.27337,44.08774,43.18836,44.99101,Significantly lower
Yarra Ranges (S),Complied with vegetable consumption guidelines,6.295896,5.388293,5.0284,5.77238,Significantly higher
Yarra Ranges (S),Complied with fruit consumption guidelines,44.50104,43.19355,42.28772,44.10395,Significantly higher
Yarra Ranges (S),Daily smoker,10.84914,12.42754,11.80477,13.0783,Significantly lower
Yarra Ranges (S),Current (i.e. daily or occasional smoker),16.52894,16.741,16.03742,17.46903,Not sig. diff.
Yarra Ranges (S),Increased lifetime risk of alcohol related harm,66.58257,59.48907,58.59407,60.37781,Significantly higher
Yarra Ranges (S),Incr. risk of injury from a single occasion of drinking,49.5786,42.98549,42.10708,43.86834,Significantly higher
Yarra Ranges (S),Fair or poor self reported health,18.48575,20.28965,19.55869,21.04079,Significantly lower
Yarra Ranges (S),Low or medium life satisfaction,22.19093,20.45532,19.69321,21.23913,Significantly higher
Yarra Ranges (S),High or very high levels of psychological distress,14.61,15.43,14.75,16.14,Significantly lower
Yarra Ranges (S),Doctor diagnosed hypertension,24.02957,25.42567,24.74985,26.11354,Significantly lower
Yarra Ranges (S),Anxiety or depression,38.11809,27.36389,26.566,28.17655,Significantly higher
Yarra Ranges (S),Arthritis,22.9084,20.54975,19.97896,21.13254,Significantly higher
Yarra Ranges (S),Asthma ever diagnosed,21.03716,19.9574,19.24135,20.69326,Significantly higher
Yarra Ranges (S),Cancer,9.275962,8.055676,7.650898,8.479904,Significantly higher
Yarra Ranges (S),Type 2 diabetes,4.781377,5.452335,5.114101,5.81157,Significantly lower
Yarra Ranges (S),Heart disease,5.95956,6.74474,6.381202,7.127412,Significantly lower
Yarra Ranges (S),Osteoporosis,2.5205,5.669229,5.326293,6.032838,Significantly lower
Yarra Ranges (S),Stroke,2.173972,2.364184,2.142138,2.608632,Not sig. diff.
Yarra Ranges (S),Two or more chronic diseases,29.09629,25.48854,24.80298,26.18645,Significantly higher
Yarra Ranges (S),Had a blood lipids test in last 2 years,52.39412,56.78789,55.95063,57.62128,Significantly lower
Yarra Ranges (S),Had a blood pressure test in last 2 years,81.11694,79.5963,78.80486,80.36555,Significantly higher
Yarra Ranges (S),Had a blood glucose test in last 2 years,48.48367,50.72365,49.86354,51.58334,Significantly lower
Yarra Ranges (S),Had a faecal occult blood test 50 years of age,65.52618,60.14296,58.76671,61.50336,Significantly higher
Yarra Ranges (S),Had a bowel exam to detect cancer last 5 years,50.92021,46.75256,45.59576,47.91285,Significantly higher
Yarra Ranges (S),Had a mammogram to detect cancer in last 2 years,77.38438,79.2266,77.66267,80.70823,Significantly lower
Yarriambiack (S),Obese,27.0328,19.26897,18.58293,19.97411,Significantly higher
Yarriambiack (S),Overweight,55.20255,50.80429,49.90919,51.69888,Significantly higher
