LGA_2016,Local Government Areas - 2016,SEIFAINDEXTYPE,Index Type,SEIFA_MEASURE,Measure,TIME,Time,Value,Flag Codes,Flags
24410,Maroondah (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,66,,
24410,Maroondah (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
24410,Maroondah (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,82,,
24410,Maroondah (C),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,823,,
24410,Maroondah (C),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1141,,
24410,Maroondah (C),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,110376,,
24600,Melbourne (C),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,1010,,
24600,Melbourne (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,408,,
24600,Melbourne (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,8,,
24600,Melbourne (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,75,,
24600,Melbourne (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,52,,
24600,Melbourne (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,7,,
24600,Melbourne (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,65,,
24600,Melbourne (C),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,389,,
24600,Melbourne (C),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1164,,
24600,Melbourne (C),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,135959,,
24650,Melton (C),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,994,,
24650,Melton (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,347,,
24650,Melton (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,7,,
24650,Melton (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,64,,
24650,Melton (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,40,,
24650,Melton (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,5,,
24650,Melton (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,50,,
24650,Melton (C),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,795,,
24650,Melton (C),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1105,,
24650,Melton (C),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,135443,,
24780,Mildura (RC),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,935,,
24780,Mildura (RC),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,128,,
24780,Mildura (RC),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,3,,
24780,Mildura (RC),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,24,,
24780,Mildura (RC),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,5,,
24780,Mildura (RC),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,1,,
24780,Mildura (RC),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,7,,
24780,Mildura (RC),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,485,,
24780,Mildura (RC),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1115,,
24780,Mildura (RC),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,53878,,
24850,Mitchell (S),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,997,,
24850,Mitchell (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,364,,
24850,Mitchell (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,7,,
24850,Mitchell (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,67,,
24850,Mitchell (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,47,,
24850,Mitchell (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,6,,
24850,Mitchell (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,59,,
24850,Mitchell (S),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,723,,
24850,Mitchell (S),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1140,,
24850,Mitchell (S),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,40918,,
24900,Moira (S),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,951,,
24900,Moira (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,176,,
24900,Moira (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,4,,
24900,Moira (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,33,,
24900,Moira (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,15,,
24900,Moira (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,2,,
24900,Moira (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,19,,
24900,Moira (S),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,724,,
24900,Moira (S),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1066,,
24900,Moira (S),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,29112,,
24970,Monash (C),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,1045,,
24970,Monash (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,485,,
24970,Monash (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,9,,
24970,Monash (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,89,,
24970,Monash (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,67,,
24970,Monash (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
24970,Monash (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,83,,
24970,Monash (C),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,812,,
24970,Monash (C),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1136,,
24970,Monash (C),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,182618,,
25060,Moonee Valley (C),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,1035,,
25060,Moonee Valley (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,466,,
25060,Moonee Valley (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,9,,
25060,Moonee Valley (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,86,,
25060,Moonee Valley (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,62,,
25060,Moonee Valley (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
25060,Moonee Valley (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,77,,
25060,Moonee Valley (C),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,378,,
25060,Moonee Valley (C),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1139,,
25060,Moonee Valley (C),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,116671,,
25150,Moorabool (S),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,1010,,
25150,Moorabool (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,410,,
25150,Moorabool (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,8,,
25150,Moorabool (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,76,,
25150,Moorabool (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,53,,
25150,Moorabool (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,7,,
25150,Moorabool (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,66,,
25150,Moorabool (S),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,807,,
25150,Moorabool (S),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1114,,
25150,Moorabool (S),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,31818,,
25250,Moreland (C),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,1014,,
25250,Moreland (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,416,,
25250,Moreland (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,8,,
25250,Moreland (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,77,,
25250,Moreland (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,54,,
25250,Moreland (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,7,,
25250,Moreland (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,67,,
25250,Moreland (C),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,720,,
25250,Moreland (C),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1123,,
25250,Moreland (C),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,162558,,
25340,Mornington Peninsula (S),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,1030,,
25340,Mornington Peninsula (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,455,,
25340,Mornington Peninsula (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,9,,
25340,Mornington Peninsula (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,84,,
25340,Mornington Peninsula (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,60,,
25340,Mornington Peninsula (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
25340,Mornington Peninsula (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,75,,
25340,Mornington Peninsula (S),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,753,,
25340,Mornington Peninsula (S),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1174,,
25340,Mornington Peninsula (S),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,154999,,
25430,Mount Alexander (S),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,995,,
25430,Mount Alexander (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,350,,
25430,Mount Alexander (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,7,,
25430,Mount Alexander (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,65,,
25430,Mount Alexander (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,42,,
25430,Mount Alexander (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,6,,
25430,Mount Alexander (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,52,,
25430,Mount Alexander (S),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,907,,
25430,Mount Alexander (S),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1094,,
25430,Mount Alexander (S),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,18761,,
25490,Moyne (S),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,1016,,
25490,Moyne (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,426,,
25490,Moyne (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,8,,
25490,Moyne (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,79,,
25490,Moyne (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,58,,
25490,Moyne (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
25490,Moyne (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,72,,
25490,Moyne (S),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,871,,
25490,Moyne (S),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1104,,
25490,Moyne (S),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,16495,,
25620,Murrindindi (S),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,996,,
25620,Murrindindi (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,358,,
25620,Murrindindi (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,7,,
25620,Murrindindi (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,66,,
25620,Murrindindi (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,45,,
25620,Murrindindi (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,6,,
25620,Murrindindi (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,56,,
25620,Murrindindi (S),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,873,,
25620,Murrindindi (S),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1089,,
25620,Murrindindi (S),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,13732,,
25710,Nillumbik (S),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,1099,,
25710,Nillumbik (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,534,,
25710,Nillumbik (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,10,,
25710,Nillumbik (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,98,,
25710,Nillumbik (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,80,,
25710,Nillumbik (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
25710,Nillumbik (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,99,,
25710,Nillumbik (S),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,999,,
